Order ID,Order Date,Region,State,Category,Product,Customer,Quantity,Sales,Profit,Profit Margin %
ORD-10253,03-10-2025,South,Telangana,Electronics,Headphones,Customer 081,4,11088.39,1295.63,11.68
ORD-10254,04-10-2025,South,Andhra Pradesh,Electronics,Headphones,Customer 073,4,9118.56,1718.42,18.85
ORD-10255,05-10-2025,South,Telangana,Furniture,Office Chair,Customer 018,2,14917.79,2707.55,18.15
ORD-10256,06-10-2025,East,Odisha,Electronics,Laptop,Customer 046,1,51284.78,7076.55,13.8
ORD-10257,07-10-2025,East,Jharkhand,Furniture,Desk,Customer 097,5,43691.29,4131.53,9.46
ORD-10258,08-10-2025,West,Rajasthan,Electronics,Laptop,Customer 013,3,171552.27,31722.84,18.49
ORD-10259,09-10-2025,North,Uttar Pradesh,Electronics,Monitor,Customer 072,4,44165.45,7587.71,17.18
ORD-10260,10-10-2025,South,Tamil Nadu,Furniture,Filing Cabinet,Customer 087,2,11398.81,2209.24,19.38
ORD-10261,11-10-2025,West,Gujarat,Electronics,Headphones,Customer 022,2,4919.53,672.53,13.67
ORD-10262,13-10-2025,West,Gujarat,Accessories,Power Bank,Customer 080,5,11627.02,1327.33,11.42
ORD-10263,14-10-2025,South,Karnataka,Electronics,Keyboard,Customer 003,1,1410.38,348.1,24.68
ORD-10264,15-10-2025,West,Gujarat,Electronics,Keyboard,Customer 065,3,4030.76,1002.54,24.87
ORD-10265,16-10-2025,North,Punjab,Furniture,Desk,Customer 098,1,10325.46,1715.7,16.62
ORD-10266,17-10-2025,North,Punjab,Electronics,Smartphone,Customer 091,5,143706.14,13637.61,9.49
ORD-10267,18-10-2025,North,Delhi,Furniture,Bookshelf,Customer 082,4,26149.51,6281.26,24.02
ORD-10268,19-10-2025,East,Odisha,Accessories,USB Cable,Customer 049,4,2210.85,255.24,11.54
ORD-10269,20-10-2025,South,Karnataka,Accessories,USB Cable,Customer 080,2,1110.42,240.97,21.7
ORD-10270,21-10-2025,East,Jharkhand,Accessories,Power Bank,Customer 082,3,5953.58,1179.65,19.81
ORD-10271,22-10-2025,South,Andhra Pradesh,Furniture,Desk,Customer 033,1,10225.49,1651.32,16.15
ORD-10272,23-10-2025,West,Rajasthan,Furniture,Filing Cabinet,Customer 025,4,24018.48,3549.28,14.78
ORD-10273,25-10-2025,North,Delhi,Electronics,Monitor,Customer 045,2,24043.97,2874.07,11.95
ORD-10274,26-10-2025,West,Goa,Accessories,Webcam,Customer 093,5,19791.36,4530.99,22.89
ORD-10275,27-10-2025,West,Rajasthan,Furniture,Filing Cabinet,Customer 083,3,18645.77,3552.66,19.05
ORD-10276,28-10-2025,East,Bihar,Furniture,Desk,Customer 050,2,18270.53,2966.81,16.24
ORD-10277,29-10-2025,North,Haryana,Furniture,Office Chair,Customer 028,3,21628.79,2004.71,9.27
ORD-10278,30-10-2025,South,Karnataka,Electronics,Keyboard,Customer 017,1,1504.24,375.22,24.94
ORD-10279,31-10-2025,North,Haryana,Electronics,Monitor,Customer 050,4,50242.42,11262.48,22.42
ORD-10280,01-11-2025,East,West Bengal,Accessories,Power Bank,Customer 014,3,6338.16,953.27,15.04
ORD-10281,02-11-2025,East,West Bengal,Electronics,Monitor,Customer 079,2,21363.39,3229.26,15.12
ORD-10282,03-11-2025,North,Punjab,Furniture,Filing Cabinet,Customer 085,1,5682.3,1260.51,22.18
ORD-10283,04-11-2025,North,Punjab,Electronics,Keyboard,Customer 063,1,1324.38,229.32,17.32
ORD-10284,06-11-2025,North,Uttar Pradesh,Electronics,Monitor,Customer 082,2,21315.84,4838.53,22.7
ORD-10285,07-11-2025,West,Rajasthan,Electronics,Keyboard,Customer 013,5,7408.76,1581.42,21.35
ORD-10286,08-11-2025,North,Delhi,Electronics,Laptop,Customer 029,1,63386.42,9786.39,15.44
ORD-10287,09-11-2025,North,Punjab,Accessories,Webcam,Customer 008,5,19206.94,3154.3,16.42
ORD-10288,10-11-2025,East,Odisha,Furniture,Office Chair,Customer 069,4,31525.95,7251.54,23
ORD-10289,11-11-2025,West,Goa,Furniture,Filing Cabinet,Customer 001,5,25842.2,5345.59,20.69
ORD-10290,12-11-2025,North,Haryana,Electronics,Laptop,Customer 031,5,300772.14,43880.01,14.59
ORD-10291,13-11-2025,South,Andhra Pradesh,Electronics,Headphones,Customer 005,3,6791.69,744.36,10.96
ORD-10292,14-11-2025,North,Punjab,Accessories,Mouse,Customer 025,4,4030.81,858.65,21.3
ORD-10293,15-11-2025,North,Punjab,Furniture,Bookshelf,Customer 041,1,6486.37,806.39,12.43
ORD-10294,17-11-2025,North,Punjab,Furniture,Desk,Customer 002,2,21792.29,2828.2,12.98
ORD-10295,18-11-2025,South,Telangana,Furniture,Table Lamp,Customer 040,2,3198.34,439.79,13.75
ORD-10296,19-11-2025,South,Tamil Nadu,Electronics,Headphones,Customer 030,4,9665.96,1042.24,10.78
ORD-10297,20-11-2025,West,Maharashtra,Furniture,Bookshelf,Customer 032,1,7306.2,939.61,12.86
ORD-10298,21-11-2025,South,Tamil Nadu,Accessories,Webcam,Customer 021,1,3546.22,667.16,18.81
ORD-10299,22-11-2025,South,Andhra Pradesh,Furniture,Table Lamp,Customer 089,3,5108.5,1062.78,20.8
ORD-10300,23-11-2025,South,Andhra Pradesh,Electronics,Smartphone,Customer 027,2,53371.12,10856.57,20.34
ORD-10301,24-11-2025,South,Tamil Nadu,Furniture,Table Lamp,Customer 097,5,8766.22,1831.19,20.89
ORD-10302,25-11-2025,West,Rajasthan,Electronics,Headphones,Customer 025,5,10976.59,1955.14,17.81
ORD-10303,26-11-2025,West,Maharashtra,Electronics,Smartphone,Customer 005,2,51167.97,6239.19,12.19
ORD-10304,27-11-2025,East,West Bengal,Electronics,Headphones,Customer 021,2,5236.34,695.69,13.29
ORD-10305,29-11-2025,West,Gujarat,Furniture,Bookshelf,Customer 036,2,13392.62,2855.9,21.32
ORD-10306,30-11-2025,South,Karnataka,Accessories,Webcam,Customer 053,1,2986.58,619.48,20.74
ORD-10307,01-12-2025,North,Uttar Pradesh,Electronics,Headphones,Customer 004,3,8616.75,1228.86,14.26
ORD-10308,02-12-2025,West,Gujarat,Accessories,USB Cable,Customer 021,2,967.46,145.26,15.01
ORD-10309,03-12-2025,South,Karnataka,Electronics,Keyboard,Customer 071,1,1449.45,215.09,14.84
ORD-10310,04-12-2025,West,Maharashtra,Furniture,Filing Cabinet,Customer 024,2,12221.34,2142.55,17.53
ORD-10311,05-12-2025,South,Karnataka,Accessories,Webcam,Customer 083,4,13252.85,2494.23,18.82
ORD-10312,06-12-2025,South,Andhra Pradesh,Electronics,Smartphone,Customer 048,5,162987.67,27371.45,16.79
ORD-10313,07-12-2025,North,Uttar Pradesh,Electronics,Laptop,Customer 092,1,52594.81,6180.1,11.75
ORD-10314,08-12-2025,East,Bihar,Accessories,Webcam,Customer 020,5,15785.77,2973.79,18.84
ORD-10315,09-12-2025,West,Rajasthan,Electronics,Keyboard,Customer 069,3,4823.98,1165.25,24.16
ORD-10316,11-12-2025,North,Uttar Pradesh,Electronics,Smartphone,Customer 070,3,77207.31,6494.11,8.41
ORD-10317,12-12-2025,North,Haryana,Electronics,Monitor,Customer 069,3,33400.4,5111.65,15.3
ORD-10318,13-12-2025,North,Uttar Pradesh,Electronics,Laptop,Customer 070,5,296236.82,48021.38,16.21
ORD-10319,14-12-2025,South,Andhra Pradesh,Electronics,Smartphone,Customer 070,3,88294.97,18013.62,20.4
ORD-10320,15-12-2025,North,Punjab,Electronics,Keyboard,Customer 089,4,5817.9,1377.95,23.68
ORD-10321,16-12-2025,West,Maharashtra,Electronics,Keyboard,Customer 035,2,2803.97,349.07,12.45
ORD-10322,17-12-2025,East,Jharkhand,Accessories,Mouse,Customer 073,2,1986.19,249.43,12.56
ORD-10323,18-12-2025,North,Uttar Pradesh,Electronics,Keyboard,Customer 068,2,3365.79,348.94,10.37
ORD-10324,19-12-2025,South,Telangana,Accessories,Mouse,Customer 071,3,3075.35,538.89,17.52
ORD-10325,20-12-2025,North,Punjab,Accessories,Backpack,Customer 003,5,10299.5,1273.12,12.36
ORD-10326,21-12-2025,East,Odisha,Electronics,Laptop,Customer 012,3,169669.73,40889.75,24.1
ORD-10327,23-12-2025,North,Delhi,Electronics,Smartphone,Customer 071,5,137639.26,16883.43,12.27
ORD-10328,24-12-2025,South,Tamil Nadu,Furniture,Filing Cabinet,Customer 041,5,33241.26,6743.93,20.29
ORD-10329,25-12-2025,East,Odisha,Furniture,Desk,Customer 002,2,19908.18,2153.7,10.82
ORD-10330,26-12-2025,South,Andhra Pradesh,Electronics,Smartphone,Customer 039,2,66515.76,10524.63,15.82
ORD-10331,27-12-2025,South,Andhra Pradesh,Electronics,Keyboard,Customer 063,3,4444.97,394.86,8.88
ORD-10332,28-12-2025,North,Uttar Pradesh,Electronics,Monitor,Customer 086,4,48645.81,10163.68,20.89
ORD-10333,29-12-2025,East,Jharkhand,Electronics,Keyboard,Customer 040,4,5559.89,1339.54,24.09
ORD-10334,30-12-2025,South,Andhra Pradesh,Accessories,Mouse,Customer 044,1,790.42,109.41,13.84
ORD-10335,31-12-2025,North,Punjab,Furniture,Table Lamp,Customer 069,1,1744.59,167.27,9.59
ORD-10336,01-01-2026,East,Bihar,Electronics,Smartphone,Customer 085,4,130542.76,23261.53,17.82
ORD-10337,02-01-2026,West,Rajasthan,Furniture,Desk,Customer 002,2,19685.62,3441.63,17.48
ORD-10338,04-01-2026,East,Jharkhand,Accessories,USB Cable,Customer 033,3,1399.61,345.98,24.72
ORD-10339,05-01-2026,West,Maharashtra,Electronics,Monitor,Customer 094,4,52613.44,7010.09,13.32
ORD-10340,06-01-2026,South,Karnataka,Electronics,Laptop,Customer 001,4,257260.58,34561.25,13.43
ORD-10341,07-01-2026,East,West Bengal,Accessories,Power Bank,Customer 095,5,10415.94,2598.81,24.95
ORD-10342,08-01-2026,East,Bihar,Electronics,Monitor,Customer 020,1,10534.91,895.38,8.5
ORD-10343,09-01-2026,South,Karnataka,Electronics,Monitor,Customer 050,3,32624.05,7369.45,22.59
ORD-10344,10-01-2026,South,Tamil Nadu,Accessories,Backpack,Customer 073,3,6050.1,1154.26,19.08
ORD-10345,11-01-2026,North,Uttar Pradesh,Furniture,Bookshelf,Customer 021,4,26615.75,2915.48,10.95
ORD-10346,12-01-2026,West,Goa,Electronics,Laptop,Customer 051,5,292810.69,68491.69,23.39
ORD-10347,13-01-2026,East,Odisha,Furniture,Office Chair,Customer 015,1,8819.47,1412.16,16.01
ORD-10348,14-01-2026,East,Bihar,Electronics,Monitor,Customer 028,2,22740.75,4472.55,19.67
ORD-10349,16-01-2026,East,Bihar,Electronics,Keyboard,Customer 063,4,6885.14,635.87,9.24
ORD-10350,17-01-2026,East,Jharkhand,Accessories,Power Bank,Customer 014,3,7121.05,1063.97,14.94
ORD-10351,18-01-2026,West,Goa,Electronics,Laptop,Customer 097,3,156191.07,36361.91,23.28
ORD-10352,19-01-2026,South,Tamil Nadu,Electronics,Headphones,Customer 014,3,7251.96,1048.02,14.45
ORD-10353,20-01-2026,West,Maharashtra,Furniture,Bookshelf,Customer 084,3,24003.84,2372.12,9.88
ORD-10354,21-01-2026,North,Delhi,Electronics,Smartphone,Customer 042,1,28129.96,6605.78,23.48
ORD-10355,22-01-2026,East,West Bengal,Accessories,Power Bank,Customer 019,1,2071.14,457.72,22.1
ORD-10356,23-01-2026,East,Jharkhand,Electronics,Monitor,Customer 009,5,52230.14,6516.42,12.48
ORD-10357,24-01-2026,West,Maharashtra,Furniture,Office Chair,Customer 078,3,20934.53,2480.32,11.85
ORD-10358,25-01-2026,South,Telangana,Electronics,Keyboard,Customer 086,4,6634.07,1283.87,19.35
ORD-10359,27-01-2026,North,Uttar Pradesh,Electronics,Monitor,Customer 011,1,11227.05,1717.3,15.3
ORD-10360,28-01-2026,West,Gujarat,Accessories,Power Bank,Customer 044,5,10182.61,1195.83,11.74
ORD-10361,29-01-2026,North,Delhi,Electronics,Monitor,Customer 088,1,12609.12,2786.35,22.1
ORD-10362,30-01-2026,West,Maharashtra,Electronics,Keyboard,Customer 019,4,5935.98,613.66,10.34
ORD-10363,31-01-2026,South,Andhra Pradesh,Electronics,Monitor,Customer 051,3,35408.66,7580.87,21.41
ORD-10364,01-02-2026,West,Rajasthan,Furniture,Table Lamp,Customer 086,4,6950.54,1132.27,16.29
ORD-10365,02-02-2026,West,Gujarat,Electronics,Headphones,Customer 006,1,2504.7,470.38,18.78
ORD-10366,03-02-2026,South,Telangana,Electronics,Monitor,Customer 083,4,49498.63,11595.28,23.43
ORD-10367,04-02-2026,West,Gujarat,Accessories,Power Bank,Customer 035,5,10940.74,1239.99,11.33
ORD-10368,05-02-2026,West,Maharashtra,Furniture,Office Chair,Customer 062,5,40444.09,9108.14,22.52
ORD-10369,06-02-2026,West,Rajasthan,Accessories,Backpack,Customer 064,2,3559.88,550.18,15.46
ORD-10370,08-02-2026,South,Karnataka,Electronics,Laptop,Customer 017,1,65700.28,8434.31,12.84
ORD-10371,09-02-2026,West,Maharashtra,Electronics,Laptop,Customer 011,5,315787.82,27670.94,8.76
ORD-10372,10-02-2026,North,Haryana,Electronics,Laptop,Customer 061,4,256549.94,59002.37,23
ORD-10373,11-02-2026,North,Delhi,Furniture,Office Chair,Customer 069,5,42621.15,10322.23,24.22
ORD-10374,12-02-2026,West,Maharashtra,Furniture,Filing Cabinet,Customer 066,1,6186.83,1217.07,19.67
ORD-10375,13-02-2026,West,Gujarat,Accessories,Webcam,Customer 040,2,6143.8,1114.33,18.14
ORD-10376,14-02-2026,West,Maharashtra,Electronics,Smartphone,Customer 063,3,86078.82,20666.95,24.01
ORD-10377,15-02-2026,North,Delhi,Furniture,Bookshelf,Customer 051,3,21621.76,3575.51,16.54
ORD-10378,16-02-2026,South,Telangana,Furniture,Table Lamp,Customer 002,3,5762.84,579.14,10.05
ORD-10379,17-02-2026,North,Punjab,Accessories,Mouse,Customer 065,1,952.62,162.44,17.05
ORD-10380,18-02-2026,East,West Bengal,Electronics,Monitor,Customer 025,5,65544.41,7650.92,11.67
ORD-10381,20-02-2026,East,Jharkhand,Furniture,Table Lamp,Customer 099,5,9519.73,1457.36,15.31
ORD-10382,21-02-2026,North,Haryana,Furniture,Desk,Customer 067,4,36715.35,5335.5,14.53
ORD-10383,22-02-2026,West,Goa,Accessories,USB Cable,Customer 033,2,961.02,81.36,8.47
ORD-10384,23-02-2026,West,Rajasthan,Furniture,Table Lamp,Customer 065,5,9393.5,822.99,8.76
ORD-10385,24-02-2026,North,Haryana,Electronics,Monitor,Customer 043,2,25049.92,4716.23,18.83
ORD-10386,25-02-2026,East,Bihar,Accessories,USB Cable,Customer 008,1,440.19,98.61,22.4
ORD-10387,26-02-2026,South,Andhra Pradesh,Electronics,Keyboard,Customer 050,1,1322.37,143.41,10.84
ORD-10388,27-02-2026,North,Punjab,Electronics,Headphones,Customer 027,3,8544.04,1241.58,14.53
ORD-10389,28-02-2026,South,Karnataka,Accessories,USB Cable,Customer 015,2,968.63,129.07,13.33
ORD-10390,01-03-2026,North,Punjab,Electronics,Smartphone,Customer 035,5,144167.86,20719.32,14.37
ORD-10391,02-03-2026,East,Odisha,Furniture,Table Lamp,Customer 047,1,2061.37,265.98,12.9
ORD-10392,04-03-2026,South,Andhra Pradesh,Electronics,Keyboard,Customer 034,5,6721.83,1170.48,17.41
ORD-10393,05-03-2026,North,Punjab,Electronics,Headphones,Customer 051,3,7055.25,875.46,12.41
ORD-10394,06-03-2026,South,Telangana,Furniture,Table Lamp,Customer 001,5,10259.33,1793.44,17.48
ORD-10395,07-03-2026,West,Rajasthan,Electronics,Headphones,Customer 051,5,12973.38,2116.12,16.31
ORD-10396,08-03-2026,North,Delhi,Furniture,Desk,Customer 085,1,10877.56,1723.5,15.84
ORD-10397,09-03-2026,West,Goa,Accessories,Power Bank,Customer 091,4,9874.33,1012.15,10.25
ORD-10398,10-03-2026,North,Punjab,Furniture,Filing Cabinet,Customer 092,4,20673.47,4275.2,20.68
ORD-10399,11-03-2026,North,Delhi,Furniture,Office Chair,Customer 019,2,18131.4,1909.15,10.53
ORD-10400,12-03-2026,South,Andhra Pradesh,Electronics,Keyboard,Customer 062,2,2992.28,505.14,16.88
ORD-10401,13-03-2026,West,Rajasthan,Electronics,Headphones,Customer 053,1,2396.7,487.42,20.34
ORD-10402,14-03-2026,South,Tamil Nadu,Electronics,Headphones,Customer 073,4,10919.77,1758.11,16.1
ORD-10403,16-03-2026,West,Goa,Electronics,Laptop,Customer 063,1,56371.83,6813.38,12.09
ORD-10404,17-03-2026,South,Tamil Nadu,Electronics,Monitor,Customer 096,5,67674.89,5633.92,8.32
ORD-10405,18-03-2026,South,Telangana,Electronics,Headphones,Customer 080,2,4451.65,582.71,13.09
ORD-10406,19-03-2026,West,Gujarat,Electronics,Headphones,Customer 008,1,2720.05,675.64,24.84
ORD-10407,20-03-2026,South,Telangana,Electronics,Headphones,Customer 015,1,2381.34,446.73,18.76
ORD-10408,21-03-2026,North,Delhi,Accessories,Power Bank,Customer 036,4,9218.55,1938.11,21.02
ORD-10409,22-03-2026,East,Odisha,Electronics,Laptop,Customer 030,2,104795.38,15644.1,14.93
ORD-10410,23-03-2026,East,Odisha,Electronics,Headphones,Customer 045,4,10231.12,2032.09,19.86
ORD-10411,24-03-2026,North,Haryana,Furniture,Desk,Customer 016,1,10001.87,2151.08,21.51
ORD-10412,25-03-2026,South,Andhra Pradesh,Electronics,Smartphone,Customer 034,5,157508.45,18253.52,11.59
ORD-10413,26-03-2026,East,Bihar,Accessories,USB Cable,Customer 017,5,2562.44,571.88,22.32
ORD-10414,28-03-2026,North,Punjab,Accessories,Power Bank,Customer 086,3,6318.47,1201.32,19.01
ORD-10415,29-03-2026,East,West Bengal,Furniture,Desk,Customer 020,2,21928.59,3821.97,17.43
ORD-10416,30-03-2026,West,Gujarat,Electronics,Keyboard,Customer 030,4,5645.75,729.97,12.93
ORD-10417,31-03-2026,East,Jharkhand,Electronics,Smartphone,Customer 082,4,119881.04,15383.93,12.83
ORD-10418,01-04-2026,West,Gujarat,Furniture,Office Chair,Customer 093,4,31063.49,3027.67,9.75
ORD-10419,02-04-2026,South,Karnataka,Electronics,Laptop,Customer 044,2,118810.85,16379.62,13.79
ORD-10420,03-04-2026,North,Uttar Pradesh,Electronics,Headphones,Customer 027,1,2395.18,301.71,12.6
ORD-10421,04-04-2026,South,Andhra Pradesh,Furniture,Desk,Customer 056,3,29404.36,6900.92,23.47
ORD-10422,05-04-2026,West,Rajasthan,Electronics,Smartphone,Customer 089,2,61163.32,14564.76,23.81
ORD-10423,06-04-2026,West,Rajasthan,Electronics,Monitor,Customer 024,5,66759.2,7415.43,11.11
ORD-10424,07-04-2026,West,Rajasthan,Accessories,Backpack,Customer 012,1,1586.9,337.87,21.29
ORD-10425,09-04-2026,North,Punjab,Electronics,Keyboard,Customer 078,1,1489.19,147.23,9.89
ORD-10426,10-04-2026,East,Jharkhand,Electronics,Laptop,Customer 031,5,292485.4,64279.69,21.98
ORD-10427,11-04-2026,South,Andhra Pradesh,Electronics,Headphones,Customer 034,1,2722.18,566.71,20.82
ORD-10428,12-04-2026,North,Uttar Pradesh,Accessories,Webcam,Customer 044,2,7497.9,1842.09,24.57
ORD-10429,13-04-2026,North,Uttar Pradesh,Furniture,Office Chair,Customer 013,4,28019.28,2446.4,8.73
ORD-10430,14-04-2026,North,Delhi,Electronics,Smartphone,Customer 046,5,139541.67,30982.67,22.2
ORD-10431,15-04-2026,North,Delhi,Accessories,Mouse,Customer 025,1,798.58,120.04,15.03
ORD-10432,16-04-2026,East,Bihar,Electronics,Keyboard,Customer 100,4,5117.86,813.21,15.89
ORD-10433,17-04-2026,South,Andhra Pradesh,Electronics,Laptop,Customer 081,4,236754.16,29696.77,12.54
ORD-10434,18-04-2026,West,Goa,Accessories,USB Cable,Customer 034,5,2182.29,316.52,14.5
ORD-10435,20-04-2026,North,Punjab,Electronics,Monitor,Customer 057,1,12983.31,2181.89,16.81
ORD-10436,21-04-2026,South,Andhra Pradesh,Electronics,Headphones,Customer 051,5,13049.22,3205.06,24.56
ORD-10437,22-04-2026,North,Uttar Pradesh,Accessories,Backpack,Customer 059,1,1687.22,194.38,11.52
ORD-10438,23-04-2026,West,Goa,Electronics,Laptop,Customer 079,5,277194.33,44986.73,16.23
ORD-10439,24-04-2026,West,Rajasthan,Furniture,Table Lamp,Customer 056,2,4129.43,498.24,12.07
ORD-10440,25-04-2026,West,Goa,Furniture,Table Lamp,Customer 071,1,1640.69,333.65,20.34
ORD-10441,26-04-2026,South,Telangana,Furniture,Desk,Customer 053,3,30704.69,3223.49,10.5
ORD-10442,27-04-2026,West,Goa,Accessories,Webcam,Customer 052,3,9743.7,1351.28,13.87
ORD-10443,28-04-2026,South,Andhra Pradesh,Furniture,Office Chair,Customer 005,1,8456,1668.51,19.73
ORD-10444,29-04-2026,West,Goa,Electronics,Laptop,Customer 096,2,112869,23633.08,20.94
ORD-10445,30-04-2026,North,Punjab,Furniture,Filing Cabinet,Customer 095,2,12168.69,1346.49,11.07
ORD-10446,02-05-2026,South,Tamil Nadu,Electronics,Monitor,Customer 081,4,53726.52,10457.29,19.46
ORD-10447,03-05-2026,West,Rajasthan,Accessories,USB Cable,Customer 068,4,2095.47,206.43,9.85
ORD-10448,04-05-2026,East,Jharkhand,Accessories,USB Cable,Customer 089,2,1006.76,118.04,11.72
ORD-10449,05-05-2026,South,Tamil Nadu,Electronics,Smartphone,Customer 029,2,51255.42,11327.27,22.1
ORD-10450,06-05-2026,East,West Bengal,Accessories,USB Cable,Customer 008,3,1509.66,371.59,24.61
ORD-10451,07-05-2026,North,Punjab,Furniture,Table Lamp,Customer 084,1,1777.45,378.29,21.28
ORD-10452,08-05-2026,West,Gujarat,Accessories,Webcam,Customer 092,1,3852.18,821.87,21.34
ORD-10453,09-05-2026,West,Goa,Electronics,Headphones,Customer 066,5,11457.78,1543.18,13.47
ORD-10454,10-05-2026,East,Jharkhand,Accessories,Power Bank,Customer 013,3,5667.76,916.77,16.18
ORD-10455,11-05-2026,North,Punjab,Accessories,USB Cable,Customer 093,2,1147.98,100.6,8.76
ORD-10456,12-05-2026,East,West Bengal,Furniture,Table Lamp,Customer 091,5,7738.07,694.95,8.98
ORD-10457,14-05-2026,South,Karnataka,Furniture,Filing Cabinet,Customer 082,4,23181.53,4115.95,17.76
ORD-10458,15-05-2026,West,Maharashtra,Electronics,Smartphone,Customer 010,2,67528.3,6570.95,9.73
ORD-10459,16-05-2026,East,Bihar,Accessories,Power Bank,Customer 041,2,5002.34,526.2,10.52
ORD-10460,17-05-2026,North,Uttar Pradesh,Furniture,Bookshelf,Customer 019,3,20543.26,2783.15,13.55
ORD-10461,18-05-2026,North,Uttar Pradesh,Electronics,Smartphone,Customer 084,5,146375.16,31128.45,21.27
ORD-10462,19-05-2026,East,Odisha,Electronics,Monitor,Customer 046,1,11264.5,2038.27,18.09
ORD-10463,20-05-2026,West,Gujarat,Electronics,Keyboard,Customer 067,2,3396.71,564.45,16.62
ORD-10464,21-05-2026,East,Jharkhand,Accessories,Power Bank,Customer 004,4,9311.15,1965.5,21.11
ORD-10465,22-05-2026,East,Odisha,Accessories,Power Bank,Customer 053,4,8602.6,743.15,8.64
ORD-10466,23-05-2026,South,Telangana,Electronics,Laptop,Customer 010,4,241620.73,21573.8,8.93
ORD-10467,24-05-2026,West,Rajasthan,Electronics,Monitor,Customer 086,5,58874.67,13544.99,23.01
ORD-10468,26-05-2026,East,Jharkhand,Accessories,USB Cable,Customer 087,4,2145.14,481.01,22.42
ORD-10469,27-05-2026,South,Karnataka,Accessories,Power Bank,Customer 057,1,2036.86,256.94,12.61
ORD-10470,28-05-2026,South,Andhra Pradesh,Accessories,Webcam,Customer 016,5,17722.97,1868.57,10.54
ORD-10471,29-05-2026,East,Bihar,Furniture,Desk,Customer 081,3,27921.18,4690.52,16.8
ORD-10472,30-05-2026,East,Jharkhand,Electronics,Laptop,Customer 025,1,61827.97,8063.31,13.04
ORD-10473,31-05-2026,East,West Bengal,Furniture,Office Chair,Customer 081,1,8500.38,928.71,10.93
ORD-10474,01-06-2026,North,Haryana,Accessories,USB Cable,Customer 057,1,443.3,44.89,10.13
ORD-10475,02-06-2026,North,Punjab,Accessories,Power Bank,Customer 052,1,2097.93,287.53,13.71
ORD-10476,03-06-2026,North,Haryana,Electronics,Laptop,Customer 064,4,252315.98,38857.95,15.4
ORD-10477,04-06-2026,North,Delhi,Electronics,Keyboard,Customer 035,4,5791.84,488.15,8.43
ORD-10478,05-06-2026,West,Gujarat,Furniture,Desk,Customer 029,5,43962.71,7694.65,17.5
ORD-10479,07-06-2026,East,Odisha,Furniture,Office Chair,Customer 080,3,23493.09,3112.88,13.25
ORD-10480,08-06-2026,South,Andhra Pradesh,Electronics,Headphones,Customer 074,3,7267.25,744.11,10.24
ORD-10481,09-06-2026,North,Uttar Pradesh,Furniture,Table Lamp,Customer 072,2,4001.13,777.66,19.44
ORD-10482,10-06-2026,East,Odisha,Furniture,Bookshelf,Customer 082,2,15397.89,3603.64,23.4
ORD-10483,11-06-2026,West,Goa,Electronics,Laptop,Customer 005,1,51356.32,7519.38,14.64
ORD-10484,12-06-2026,East,Jharkhand,Furniture,Office Chair,Customer 059,5,42792.39,6366.21,14.88
ORD-10485,13-06-2026,North,Punjab,Electronics,Laptop,Customer 094,3,189587.21,17491.1,9.23
ORD-10486,14-06-2026,East,Bihar,Accessories,Power Bank,Customer 014,4,9252.7,1734.77,18.75
ORD-10487,15-06-2026,East,Bihar,Accessories,Power Bank,Customer 074,4,8213.53,1042.91,12.7
ORD-10488,16-06-2026,North,Delhi,Electronics,Monitor,Customer 069,2,21691.43,5314.73,24.5
ORD-10489,17-06-2026,West,Gujarat,Furniture,Desk,Customer 049,2,20493.1,2351.68,11.48
ORD-10490,19-06-2026,West,Rajasthan,Electronics,Smartphone,Customer 024,2,59694.71,7500.68,12.57
ORD-10491,20-06-2026,South,Karnataka,Accessories,USB Cable,Customer 091,3,1309.01,316.44,24.17
ORD-10492,21-06-2026,North,Punjab,Furniture,Bookshelf,Customer 053,4,24573.6,4277.64,17.41
ORD-10493,22-06-2026,South,Karnataka,Accessories,USB Cable,Customer 070,2,985.21,191.38,19.43
ORD-10494,23-06-2026,North,Haryana,Electronics,Keyboard,Customer 026,2,3329.49,802.22,24.09
ORD-10495,24-06-2026,North,Punjab,Furniture,Bookshelf,Customer 022,3,23412.86,2679.54,11.44
ORD-10496,25-06-2026,West,Gujarat,Electronics,Monitor,Customer 007,4,49835.81,7253.82,14.56
ORD-10497,26-06-2026,North,Delhi,Furniture,Office Chair,Customer 032,2,15515.37,3456.3,22.28
ORD-10498,27-06-2026,West,Gujarat,Accessories,Backpack,Customer 035,2,3068.99,471.73,15.37
ORD-10499,28-06-2026,West,Rajasthan,Electronics,Laptop,Customer 073,4,266015.01,58239.44,21.89
ORD-10500,30-06-2026,East,Odisha,Accessories,Webcam,Customer 050,1,3549.22,688.6,19.4
